name,price,expansion,finish,rarity,art_link
War Horse Foil,4.71,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585551/sorcery-contested-realm-arthurian-legends-war-horse-foil
Wedding Hall,0.32,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585552/sorcery-contested-realm-arthurian-legends-wedding-hall
Wedding Hall Foil,5.45,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585553/sorcery-contested-realm-arthurian-legends-wedding-hall-foil
Weightless Squire,0.06,Arthurian Legends,Standard,Ordinary,https://www.tcgplayer.com/product/585554/sorcery-contested-realm-arthurian-legends-weightless-squire
Weightless Squire Foil,0.75,Arthurian Legends,Foil,Ordinary,https://www.tcgplayer.com/product/585555/sorcery-contested-realm-arthurian-legends-weightless-squire-foil
Whirlwind,0.14,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585556/sorcery-contested-realm-arthurian-legends-whirlwind
Whirlwind Foil,1.24,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585557/sorcery-contested-realm-arthurian-legends-whirlwind-foil
White Hart,9.33,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585558/sorcery-contested-realm-arthurian-legends-white-hart
White Hart Foil,78.07,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585559/sorcery-contested-realm-arthurian-legends-white-hart-foil
White Knight,0.18,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585560/sorcery-contested-realm-arthurian-legends-white-knight
White Knight Foil,1.8,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585561/sorcery-contested-realm-arthurian-legends-white-knight-foil
Witch,16.15,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585562/sorcery-contested-realm-arthurian-legends-witch
Witch Foil,271.17,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585563/sorcery-contested-realm-arthurian-legends-witch-foil
Wizards Den,2.44,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585564/sorcery-contested-realm-arthurian-legends-wizards-den
Wizards Den Foil,18.91,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585565/sorcery-contested-realm-arthurian-legends-wizards-den-foil
Wolpertinger,0.43,Arthurian Legends,Standard,Elite,https://www.tcgplayer.com/product/585566/sorcery-contested-realm-arthurian-legends-wolpertinger
Wolpertinger Foil,4.62,Arthurian Legends,Foil,Elite,https://www.tcgplayer.com/product/585567/sorcery-contested-realm-arthurian-legends-wolpertinger-foil
Wormelow Tump,12.91,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585568/sorcery-contested-realm-arthurian-legends-wormelow-tump
Wormelow Tump Foil,87.39,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585569/sorcery-contested-realm-arthurian-legends-wormelow-tump-foil
Wyvern,0.17,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585570/sorcery-contested-realm-arthurian-legends-wyvern
Wyvern Foil,1.84,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585571/sorcery-contested-realm-arthurian-legends-wyvern-foil
Year of the Blaze,5.32,Arthurian Legends,Standard,Unique,https://www.tcgplayer.com/product/585572/sorcery-contested-realm-arthurian-legends-year-of-the-blaze
Year of the Blaze Foil,36.99,Arthurian Legends,Foil,Unique,https://www.tcgplayer.com/product/585573/sorcery-contested-realm-arthurian-legends-year-of-the-blaze-foil
Yellow Knight,0.18,Arthurian Legends,Standard,Exceptional,https://www.tcgplayer.com/product/585574/sorcery-contested-realm-arthurian-legends-yellow-knight
Yellow Knight Foil,2.01,Arthurian Legends,Foil,Exceptional,https://www.tcgplayer.com/product/585575/sorcery-contested-realm-arthurian-legends-yellow-knight-foil
Sir Lancelot Team Covenant,12.58,Arthurian Legends Promo,Foil,Unique,https://www.tcgplayer.com/product/587734/sorcery-contested-realm-arthurian-legends-promo-sir-lancelot-team-covenant
Sorcerer Store Alternate Art Promo Foil,132.01,Arthurian Legends Promo,Foil,Promo,https://www.tcgplayer.com/product/607962/sorcery-contested-realm-arthurian-legends-promo-sorcerer-store-alternate-art-promo-foil
Abundance,0.9,Beta,Standard,Elite,https://www.tcgplayer.com/product/522788/sorcery-contested-realm-beta-abundance
Abundance Foil,17.5,Beta,Foil,Elite,https://www.tcgplayer.com/product/522791/sorcery-contested-realm-beta-abundance-foil
Accursed Albatross,0.17,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522796/sorcery-contested-realm-beta-accursed-albatross
Accursed Albatross Foil,1.29,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522799/sorcery-contested-realm-beta-accursed-albatross-foil
Adept Illusionist,1.26,Beta,Standard,Elite,https://www.tcgplayer.com/product/522802/sorcery-contested-realm-beta-adept-illusionist
Adept Illusionist Foil,8.72,Beta,Foil,Elite,https://www.tcgplayer.com/product/522811/sorcery-contested-realm-beta-adept-illusionist-foil
Albespine Pikemen,0.15,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522817/sorcery-contested-realm-beta-albespine-pikemen
Albespine Pikemen Foil,1.76,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522819/sorcery-contested-realm-beta-albespine-pikemen-foil
All terrain Vestments,0.37,Beta,Standard,Elite,https://www.tcgplayer.com/product/522830/sorcery-contested-realm-beta-all-terrain-vestments
All terrain Vestments Foil,3.38,Beta,Foil,Elite,https://www.tcgplayer.com/product/522833/sorcery-contested-realm-beta-all-terrain-vestments-foil
Alvalinne Dryads,0.12,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522840/sorcery-contested-realm-beta-alvalinne-dryads
Alvalinne Dryads Foil,1.56,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522846/sorcery-contested-realm-beta-alvalinne-dryads-foil
Amazon Warriors,0.08,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522848/sorcery-contested-realm-beta-amazon-warriors
Amazon Warriors Alpha Investments Promo Foil,117.63,Beta,Foil,Promo,https://www.tcgplayer.com/product/552235/sorcery-contested-realm-beta-amazon-warriors-alpha-investments-promo-foil
Amazon Warriors Foil,1.45,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522851/sorcery-contested-realm-beta-amazon-warriors-foil
Amethyst Core,44.94,Beta,Standard,Unique,https://www.tcgplayer.com/product/522858/sorcery-contested-realm-beta-amethyst-core
Amethyst Core Foil,315.23,Beta,Foil,Unique,https://www.tcgplayer.com/product/522861/sorcery-contested-realm-beta-amethyst-core-foil
Ancient Dragon,0.91,Beta,Standard,Elite,https://www.tcgplayer.com/product/522865/sorcery-contested-realm-beta-ancient-dragon
Ancient Dragon Foil,12.48,Beta,Foil,Elite,https://www.tcgplayer.com/product/522870/sorcery-contested-realm-beta-ancient-dragon-foil
Angels Egg,1.47,Beta,Standard,Elite,https://www.tcgplayer.com/product/522871/sorcery-contested-realm-beta-angels-egg
Angels Egg Foil,25.5,Beta,Foil,Elite,https://www.tcgplayer.com/product/522872/sorcery-contested-realm-beta-angels-egg-foil
Anui Undine,0.16,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522874/sorcery-contested-realm-beta-anui-undine
Anui Undine Foil,4.75,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522877/sorcery-contested-realm-beta-anui-undine-foil
Apprentice Wizard,0.12,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522878/sorcery-contested-realm-beta-apprentice-wizard
Apprentice Wizard Foil,4.78,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522882/sorcery-contested-realm-beta-apprentice-wizard-foil
Aquamarine Core,59.68,Beta,Standard,Unique,https://www.tcgplayer.com/product/522890/sorcery-contested-realm-beta-aquamarine-core
Aquamarine Core Foil,237.75,Beta,Foil,Unique,https://www.tcgplayer.com/product/522892/sorcery-contested-realm-beta-aquamarine-core-foil
Aqueduct,1.85,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522906/sorcery-contested-realm-beta-aqueduct
Aqueduct Foil,28.09,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522915/sorcery-contested-realm-beta-aqueduct-foil
Aramos Mercenaries,0.06,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522920/sorcery-contested-realm-beta-aramos-mercenaries
Aramos Mercenaries Foil,1.63,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522924/sorcery-contested-realm-beta-aramos-mercenaries-foil
Arid Desert,0.13,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522932/sorcery-contested-realm-beta-arid-desert
Arid Desert Foil,3.68,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522940/sorcery-contested-realm-beta-arid-desert-foil
Askelon Phoenix,0.52,Beta,Standard,Elite,https://www.tcgplayer.com/product/523030/sorcery-contested-realm-beta-askelon-phoenix
Askelon Phoenix Foil,16.18,Beta,Foil,Elite,https://www.tcgplayer.com/product/523033/sorcery-contested-realm-beta-askelon-phoenix-foil
Assorted Animals,0.94,Beta,Standard,Elite,https://www.tcgplayer.com/product/523040/sorcery-contested-realm-beta-assorted-animals
Assorted Animals Foil,7.03,Beta,Foil,Elite,https://www.tcgplayer.com/product/523046/sorcery-contested-realm-beta-assorted-animals-foil
Astral Alcazar,0.48,Beta,Standard,Elite,https://www.tcgplayer.com/product/523050/sorcery-contested-realm-beta-astral-alcazar
Astral Alcazar Foil,7.5,Beta,Foil,Elite,https://www.tcgplayer.com/product/523056/sorcery-contested-realm-beta-astral-alcazar-foil
Atlantean Fate,23.58,Beta,Standard,Unique,https://www.tcgplayer.com/product/523235/sorcery-contested-realm-beta-atlantean-fate
Atlantean Fate Foil,77.19,Beta,Foil,Unique,https://www.tcgplayer.com/product/523238/sorcery-contested-realm-beta-atlantean-fate-foil
Atlas Wanderers,0.62,Beta,Standard,Elite,https://www.tcgplayer.com/product/523241/sorcery-contested-realm-beta-atlas-wanderers
Atlas Wanderers Foil,8.65,Beta,Foil,Elite,https://www.tcgplayer.com/product/523242/sorcery-contested-realm-beta-atlas-wanderers-foil
Autumn River,0.13,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/523243/sorcery-contested-realm-beta-autumn-river
Autumn River Foil,4.02,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/523246/sorcery-contested-realm-beta-autumn-river-foil
Autumn Unicorn,0.19,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/523247/sorcery-contested-realm-beta-autumn-unicorn
Autumn Unicorn Foil,10.31,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/523248/sorcery-contested-realm-beta-autumn-unicorn-foil
Awakened Mummies,0.19,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/523249/sorcery-contested-realm-beta-awakened-mummies
Awakened Mummies Foil,2.56,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/523251/sorcery-contested-realm-beta-awakened-mummies-foil
Azuridge Caravan,0.06,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/523253/sorcery-contested-realm-beta-azuridge-caravan
Azuridge Caravan Foil,2.43,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/523254/sorcery-contested-realm-beta-azuridge-caravan-foil
Backstab,0.13,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522773/sorcery-contested-realm-beta-backstab
Backstab Foil,10.92,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522774/sorcery-contested-realm-beta-backstab-foil
Bane Widow,0.17,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522786/sorcery-contested-realm-beta-bane-widow
Bane Widow Foil,2.1,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522790/sorcery-contested-realm-beta-bane-widow-foil
Battering Ram,0.11,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522792/sorcery-contested-realm-beta-battering-ram
Battering Ram Foil,1.05,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522795/sorcery-contested-realm-beta-battering-ram-foil
Battlefield,0.41,Beta,Standard,Elite,https://www.tcgplayer.com/product/530210/sorcery-contested-realm-beta-battlefield
Battlefield Foil,4.22,Beta,Foil,Elite,https://www.tcgplayer.com/product/522818/sorcery-contested-realm-beta-battlefield-foil
Battlemage,0.93,Beta,Standard,Elite,https://www.tcgplayer.com/product/522820/sorcery-contested-realm-beta-battlemage
Battlemage Foil,36.75,Beta,Foil,Elite,https://www.tcgplayer.com/product/522821/sorcery-contested-realm-beta-battlemage-foil
Beast of Burden,0.06,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522824/sorcery-contested-realm-beta-beast-of-burden
Beast of Burden Foil,0.82,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522826/sorcery-contested-realm-beta-beast-of-burden-foil
Bedrock,0.29,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522831/sorcery-contested-realm-beta-bedrock
Bedrock Foil,6.81,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522832/sorcery-contested-realm-beta-bedrock-foil
Belfry,0.66,Beta,Standard,Elite,https://www.tcgplayer.com/product/522834/sorcery-contested-realm-beta-belfry
Belfry Foil,4.73,Beta,Foil,Elite,https://www.tcgplayer.com/product/522835/sorcery-contested-realm-beta-belfry-foil
Belmotte Longbowmen,0.07,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522837/sorcery-contested-realm-beta-belmotte-longbowmen
Belmotte Longbowmen Foil,1.28,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522839/sorcery-contested-realm-beta-belmotte-longbowmen-foil
Beta Booster Box,130.79,Beta,Standard,,https://www.tcgplayer.com/product/522759/sorcery-contested-realm-beta-beta-booster-box
Beta Booster Box Case,856.09,Beta,Standard,,https://www.tcgplayer.com/product/522760/sorcery-contested-realm-beta-beta-booster-box-case
Beta Booster Pack,6.17,Beta,Standard,,https://www.tcgplayer.com/product/522758/sorcery-contested-realm-beta-beta-booster-pack
Black Obelisk,0.74,Beta,Standard,Elite,https://www.tcgplayer.com/product/522844/sorcery-contested-realm-beta-black-obelisk
Black Obelisk Foil,6.88,Beta,Foil,Elite,https://www.tcgplayer.com/product/522845/sorcery-contested-realm-beta-black-obelisk-foil
Blasted Oak,1.66,Beta,Standard,Unique,https://www.tcgplayer.com/product/522850/sorcery-contested-realm-beta-blasted-oak
Blasted Oak Foil,14.7,Beta,Foil,Unique,https://www.tcgplayer.com/product/522853/sorcery-contested-realm-beta-blasted-oak-foil
Blaze,0.25,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522855/sorcery-contested-realm-beta-blaze
Blaze Foil,2.82,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522857/sorcery-contested-realm-beta-blaze-foil
Blink,0.18,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522860/sorcery-contested-realm-beta-blink
Blink Foil Corrected,32.19,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/627673/sorcery-contested-realm-beta-blink-foil-corrected
Blink Foil Misprint,16.6,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522862/sorcery-contested-realm-beta-blink-foil-misprint
Blizzard,0.08,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522866/sorcery-contested-realm-beta-blizzard
Blizzard Foil Misprint,38.52,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522868/sorcery-contested-realm-beta-blizzard-foil-misprint
Blood Ravens,0.06,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522873/sorcery-contested-realm-beta-blood-ravens
Blood Ravens Foil,2.67,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522875/sorcery-contested-realm-beta-blood-ravens-foil
Boil,0.1,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522880/sorcery-contested-realm-beta-boil
Boil Foil,1.37,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522881/sorcery-contested-realm-beta-boil-foil
Bone Rabble,0.11,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522884/sorcery-contested-realm-beta-bone-rabble
Bone Rabble Foil,1.96,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522885/sorcery-contested-realm-beta-bone-rabble-foil
Bone Rabble Store Alternate Art Promo,2.17,Beta,Standard,Promo,https://www.tcgplayer.com/product/528827/sorcery-contested-realm-beta-bone-rabble-store-alternate-art-promo
Bone Rabble Store Alternate Art Promo Foil,12.75,Beta,Foil,Promo,https://www.tcgplayer.com/product/528825/sorcery-contested-realm-beta-bone-rabble-store-alternate-art-promo-foil
Boneyard,3.54,Beta,Standard,Unique,https://www.tcgplayer.com/product/522887/sorcery-contested-realm-beta-boneyard
Boneyard Foil,15.29,Beta,Foil,Unique,https://www.tcgplayer.com/product/522889/sorcery-contested-realm-beta-boneyard-foil
Border Militia,0.11,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522898/sorcery-contested-realm-beta-border-militia
Border Militia Foil,4.01,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522901/sorcery-contested-realm-beta-border-militia-foil
Bosk Troll,0.09,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522909/sorcery-contested-realm-beta-bosk-troll
Bosk Troll Foil,3.19,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522911/sorcery-contested-realm-beta-bosk-troll-foil
Bottomless Pit,1.24,Beta,Standard,Elite,https://www.tcgplayer.com/product/522917/sorcery-contested-realm-beta-bottomless-pit
Bottomless Pit Foil,10.89,Beta,Foil,Elite,https://www.tcgplayer.com/product/522918/sorcery-contested-realm-beta-bottomless-pit-foil
Bridge Troll,0.16,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522923/sorcery-contested-realm-beta-bridge-troll
Bridge Troll Foil,1.72,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522925/sorcery-contested-realm-beta-bridge-troll-foil
Brobdingnag Bullfrog,0.16,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522938/sorcery-contested-realm-beta-brobdingnag-bullfrog
Brobdingnag Bullfrog Foil,1.93,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522939/sorcery-contested-realm-beta-brobdingnag-bullfrog-foil
Browse,24.38,Beta,Standard,Unique,https://www.tcgplayer.com/product/522944/sorcery-contested-realm-beta-browse
Browse Foil,81.64,Beta,Foil,Unique,https://www.tcgplayer.com/product/522946/sorcery-contested-realm-beta-browse-foil
Bull Demons of Adum,0.38,Beta,Standard,Elite,https://www.tcgplayer.com/product/522951/sorcery-contested-realm-beta-bull-demons-of-adum
Bull Demons of Adum Foil,3.96,Beta,Foil,Elite,https://www.tcgplayer.com/product/522952/sorcery-contested-realm-beta-bull-demons-of-adum-foil
Buried Treasure,0.16,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522827/sorcery-contested-realm-beta-buried-treasure
Buried Treasure Foil,2.69,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522829/sorcery-contested-realm-beta-buried-treasure-foil
Burned Engulfed Box Topper,0.73,Beta,Foil,None,https://www.tcgplayer.com/product/522836/sorcery-contested-realm-beta-burned-engulfed-box-topper
Bury,0.13,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522838/sorcery-contested-realm-beta-bury
Bury Foil,2.11,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522842/sorcery-contested-realm-beta-bury-foil
Call to War,0.16,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522847/sorcery-contested-realm-beta-call-to-war
Call to War Foil,4.47,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522854/sorcery-contested-realm-beta-call-to-war-foil
Candlemas Monks,0.5,Beta,Standard,Elite,https://www.tcgplayer.com/product/522856/sorcery-contested-realm-beta-candlemas-monks
Candlemas Monks Foil,4.48,Beta,Foil,Elite,https://www.tcgplayer.com/product/522859/sorcery-contested-realm-beta-candlemas-monks-foil
Captain Baldassare,4.84,Beta,Standard,Unique,https://www.tcgplayer.com/product/522863/sorcery-contested-realm-beta-captain-baldassare
Captain Baldassare Foil,28.49,Beta,Foil,Unique,https://www.tcgplayer.com/product/522867/sorcery-contested-realm-beta-captain-baldassare-foil
Cauldron Crones,0.09,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522879/sorcery-contested-realm-beta-cauldron-crones
Cauldron Crones Foil,1.26,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522888/sorcery-contested-realm-beta-cauldron-crones-foil
Cave In,0.21,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522913/sorcery-contested-realm-beta-cave-in
Cave In Foil,3.21,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522929/sorcery-contested-realm-beta-cave-in-foil
Cave Trolls,0.05,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522886/sorcery-contested-realm-beta-cave-trolls
Cave Trolls Foil,1.1,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522907/sorcery-contested-realm-beta-cave-trolls-foil
Cerberus in Chains,4.76,Beta,Standard,Unique,https://www.tcgplayer.com/product/522933/sorcery-contested-realm-beta-cerberus-in-chains
Cerberus in Chains Foil,19.05,Beta,Foil,Unique,https://www.tcgplayer.com/product/522935/sorcery-contested-realm-beta-cerberus-in-chains-foil
Chain Lightning,0.16,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522954/sorcery-contested-realm-beta-chain-lightning
Chain Lightning Foil,2.22,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522956/sorcery-contested-realm-beta-chain-lightning-foil
Chains of Prometheus,0.64,Beta,Standard,Elite,https://www.tcgplayer.com/product/522953/sorcery-contested-realm-beta-chains-of-prometheus
Chains of Prometheus Foil,4.32,Beta,Foil,Elite,https://www.tcgplayer.com/product/522976/sorcery-contested-realm-beta-chains-of-prometheus-foil
Chaos Twister,1.23,Beta,Standard,Elite,https://www.tcgplayer.com/product/522985/sorcery-contested-realm-beta-chaos-twister
Chaos Twister Foil,17.69,Beta,Foil,Elite,https://www.tcgplayer.com/product/522989/sorcery-contested-realm-beta-chaos-twister-foil
Clamor of Harpies,0.17,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/523001/sorcery-contested-realm-beta-clamor-of-harpies
Clamor of Harpies Foil,3.16,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/523004/sorcery-contested-realm-beta-clamor-of-harpies-foil
Cloud City,2.78,Beta,Standard,Unique,https://www.tcgplayer.com/product/523010/sorcery-contested-realm-beta-cloud-city
Cloud City Foil,57.75,Beta,Foil,Unique,https://www.tcgplayer.com/product/523015/sorcery-contested-realm-beta-cloud-city-foil
Cloud Spirit,0.1,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/523021/sorcery-contested-realm-beta-cloud-spirit
Cloud Spirit Foil,2.49,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/523023/sorcery-contested-realm-beta-cloud-spirit-foil
Colicky Dragonettes,0.33,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/523028/sorcery-contested-realm-beta-colicky-dragonettes
Colicky Dragonettes Foil,17.11,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/523031/sorcery-contested-realm-beta-colicky-dragonettes-foil
Common Sense,0.17,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/523038/sorcery-contested-realm-beta-common-sense
Common Sense Foil,13.85,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/523042/sorcery-contested-realm-beta-common-sense-foil
Cone of Flame,0.18,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/523047/sorcery-contested-realm-beta-cone-of-flame
Cone of Flame Foil,4.81,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/523049/sorcery-contested-realm-beta-cone-of-flame-foil
Conqueror Worm,0.6,Beta,Standard,Elite,https://www.tcgplayer.com/product/523058/sorcery-contested-realm-beta-conqueror-worm
Conqueror Worm Foil,4.9,Beta,Foil,Elite,https://www.tcgplayer.com/product/523060/sorcery-contested-realm-beta-conqueror-worm-foil
Coral Reef Kelpie,0.06,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/523079/sorcery-contested-realm-beta-coral-reef-kelpie
Coral Reef Kelpie Foil,1.03,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/523083/sorcery-contested-realm-beta-coral-reef-kelpie-foil
Cornerstone,0.16,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/523091/sorcery-contested-realm-beta-cornerstone
Cornerstone Foil,1.61,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/523095/sorcery-contested-realm-beta-cornerstone-foil
Court Jester,0.28,Beta,Standard,Elite,https://www.tcgplayer.com/product/523125/sorcery-contested-realm-beta-court-jester
Court Jester Foil,3.86,Beta,Foil,Elite,https://www.tcgplayer.com/product/523127/sorcery-contested-realm-beta-court-jester-foil
Courtesan Thais,5.04,Beta,Standard,Unique,https://www.tcgplayer.com/product/523134/sorcery-contested-realm-beta-courtesan-thais
Courtesan Thais Foil,29.22,Beta,Foil,Unique,https://www.tcgplayer.com/product/523164/sorcery-contested-realm-beta-courtesan-thais-foil
Craterize,0.9,Beta,Standard,Elite,https://www.tcgplayer.com/product/523171/sorcery-contested-realm-beta-craterize
Craterize Foil,6.34,Beta,Foil,Elite,https://www.tcgplayer.com/product/523172/sorcery-contested-realm-beta-craterize-foil
Crave Golem,0.14,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/522966/sorcery-contested-realm-beta-crave-golem
Crave Golem Foil,4.48,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/522968/sorcery-contested-realm-beta-crave-golem-foil
Critical Strike,0.09,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/522973/sorcery-contested-realm-beta-critical-strike
Critical Strike Foil,1.08,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/522979/sorcery-contested-realm-beta-critical-strike-foil
Crossroads,1.52,Beta,Standard,Elite,https://www.tcgplayer.com/product/522986/sorcery-contested-realm-beta-crossroads
Crossroads Foil,6.37,Beta,Foil,Elite,https://www.tcgplayer.com/product/522991/sorcery-contested-realm-beta-crossroads-foil
Crown Prince,2.95,Beta,Standard,Unique,https://www.tcgplayer.com/product/523008/sorcery-contested-realm-beta-crown-prince
Crown Prince Foil,21.43,Beta,Foil,Unique,https://www.tcgplayer.com/product/523011/sorcery-contested-realm-beta-crown-prince-foil
Crown of the Victor,5.34,Beta,Standard,Unique,https://www.tcgplayer.com/product/522996/sorcery-contested-realm-beta-crown-of-the-victor
Crown of the Victor Foil,16.19,Beta,Foil,Unique,https://www.tcgplayer.com/product/523003/sorcery-contested-realm-beta-crown-of-the-victor-foil
Dalcean Phalanx,0.16,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/523017/sorcery-contested-realm-beta-dalcean-phalanx
Dalcean Phalanx Foil,3.03,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/523019/sorcery-contested-realm-beta-dalcean-phalanx-foil
Daperyll Vampire,0.62,Beta,Standard,Exceptional,https://www.tcgplayer.com/product/523024/sorcery-contested-realm-beta-daperyll-vampire
Daperyll Vampire Foil,19.35,Beta,Foil,Exceptional,https://www.tcgplayer.com/product/523025/sorcery-contested-realm-beta-daperyll-vampire-foil
Dark Tower,0.16,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/523027/sorcery-contested-realm-beta-dark-tower
Dark Tower Foil,6.1,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/523029/sorcery-contested-realm-beta-dark-tower-foil
Dead of Night Demon,0.06,Beta,Standard,Ordinary,https://www.tcgplayer.com/product/523054/sorcery-contested-realm-beta-dead-of-night-demon
Dead of Night Demon Foil,0.9,Beta,Foil,Ordinary,https://www.tcgplayer.com/product/523057/sorcery-contested-realm-beta-dead-of-night-demon-foil
Death Dealer,11.84,Beta,Standard,Unique,https://www.tcgplayer.com/product/523062/sorcery-contested-realm-beta-death-dealer
