name,price,expansion,finish,rarity,art_link
Evil Presence,0.19,Beta,Standard,Exceptional,bet-evil_presence-b-s
Evil Presence Foil,3.66,Beta,Foil,Exceptional,bet-evil_presence-b-f
Exorcism,0.1,Beta,Standard,Ordinary,bet-exorcism-b-s
Exorcism Foil,2.07,Beta,Foil,Ordinary,bet-exorcism-b-f
Extinguish,0.08,Beta,Standard,Ordinary,bet-extinguish-b-s
Extinguish Foil,1.28,Beta,Foil,Ordinary,bet-extinguish-b-f
Fade,0.1,Beta,Standard,Ordinary,bet-fade-b-s
Fade Foil,1.18,Beta,Foil,Ordinary,bet-fade-b-f
Far East Assassin,0.42,Beta,Standard,Elite,bet-far_east_assassin-b-s
Far East Assassin Foil,3.91,Beta,Foil,Elite,bet-far_east_assassin-b-f
Felbog Frog Men,0.15,Beta,Standard,Exceptional,bet-felbog_frog_men-b-s
Felbog Frog Men Foil,1.65,Beta,Foil,Exceptional,bet-felbog_frog_men-b-f
Fenvale Muse,0.07,Beta,Standard,Ordinary,bet-fenvale_muse-b-s
Fenvale Muse Foil,1.86,Beta,Foil,Ordinary,bet-fenvale_muse-b-f
Fey Changeling,0.2,Beta,Standard,Exceptional,bet-fey_changeling-b-s
Fey Changeling Foil,4.32,Beta,Foil,Exceptional,bet-fey_changeling-b-f
Fire Harpoons,0.09,Beta,Standard,Ordinary,bet-fire_harpoons-b-s
Fire Harpoons Foil,1.26,Beta,Foil,Ordinary,bet-fire_harpoons-b-f
Fireball,0.18,Beta,Standard,Exceptional,bet-fireball-b-s
Fireball Foil,1.9,Beta,Foil,Exceptional,bet-fireball-b-f
Firebolts,0.09,Beta,Standard,Ordinary,bet-firebolts-b-s
Firebolts Foil,4.85,Beta,Foil,Ordinary,bet-firebolts-b-f
Flame Wave,0.52,Beta,Standard,Elite,bet-flame_wave-b-s
Flame Wave Foil,3.5,Beta,Foil,Elite,bet-flame_wave-b-f
Flamecaller,0.17,Beta,Standard,Ordinary,bet-flamecaller-b-s
Flamecaller Foil,5.42,Beta,Foil,Ordinary,bet-flamecaller-b-f
Flaming Sword,0.25,Beta,Standard,Exceptional,bet-flaming_sword-b-s
Flaming Sword Foil,4.76,Beta,Foil,Exceptional,bet-flaming_sword-b-f
Flanking Maneuver,0.2,Beta,Standard,Exceptional,bet-flanking_maneuver-b-s
Flanking Maneuver Foil,2.8,Beta,Foil,Exceptional,bet-flanking_maneuver-b-f
Flood,0.18,Beta,Standard,Exceptional,bet-flood-b-s
Flood Foil,3.18,Beta,Foil,Exceptional,bet-flood-b-f
Floodplain,0.45,Beta,Standard,Exceptional,bet-floodplain-b-s
Floodplain Foil,30.7,Beta,Foil,Exceptional,bet-floodplain-b-f
Font of Life,0.16,Beta,Standard,Exceptional,bet-font_of_life-b-s
Font of Life Foil,1.92,Beta,Foil,Exceptional,bet-font_of_life-b-f
Foot Soldier 1 Box Topper,0.77,Beta,Foil,Ordinary,
Free City,0.39,Beta,Standard,Exceptional,bet-free_city-b-s
Free City Foil,6.27,Beta,Foil,Exceptional,bet-free_city-b-f
Frontier Settlers,0.21,Beta,Standard,Exceptional,bet-frontier_settlers-b-s
Frontier Settlers Foil,3.79,Beta,Foil,Exceptional,bet-frontier_settlers-b-f
Frost Nova,0.17,Beta,Standard,Exceptional,bet-frost_nova-b-s
Frost Nova Foil,2.1,Beta,Foil,Exceptional,bet-frost_nova-b-f
Geomancer,0.24,Beta,Standard,Ordinary,bet-geomancer-b-s
Geomancer Foil,10.29,Beta,Foil,Ordinary,bet-geomancer-b-f
Geyser,0.2,Beta,Standard,Exceptional,bet-geyser-b-s
Geyser Foil,3.16,Beta,Foil,Exceptional,bet-geyser-b-f
Ghost Ship,0.7,Beta,Standard,Elite,bet-ghost_ship-b-s
Ghost Ship Foil,6.64,Beta,Foil,Elite,bet-ghost_ship-b-f
Giant Shark,0.27,Beta,Standard,Exceptional,bet-giant_shark-b-s
Giant Shark Foil,3.45,Beta,Foil,Exceptional,bet-giant_shark-b-f
Gigantism,7.94,Beta,Standard,Unique,bet-gigantism-b-s
Gigantism Foil,29.35,Beta,Foil,Unique,bet-gigantism-b-f
Gilded Aegis,2.21,Beta,Standard,Unique,bet-gilded_aegis-b-s
Gilded Aegis Foil,16.34,Beta,Foil,Unique,bet-gilded_aegis-b-f
Gneissgnath Gnomes,0.15,Beta,Standard,Exceptional,bet-gneissgnath_gnomes-b-s
Gneissgnath Gnomes Foil,1.25,Beta,Foil,Exceptional,bet-gneissgnath_gnomes-b-f
Gnome Hollows,0.34,Beta,Standard,Exceptional,bet-gnome_hollows-b-s
Gnome Hollows Foil,5.98,Beta,Foil,Exceptional,bet-gnome_hollows-b-f
Gothic Tower,0.17,Beta,Standard,Ordinary,bet-gothic_tower-b-s
Gothic Tower Foil,21.6,Beta,Foil,Ordinary,bet-gothic_tower-b-f
Grandmaster Wizard,5.51,Beta,Standard,Elite,bet-grandmaster_wizard-b-s
Grandmaster Wizard Foil,32.07,Beta,Foil,Elite,bet-grandmaster_wizard-b-f
Grapple Shot,0.17,Beta,Standard,Ordinary,bet-grapple_shot-b-s
Grapple Shot Foil,8.27,Beta,Foil,Ordinary,bet-grapple_shot-b-f
Great Old One,12.42,Beta,Standard,Unique,bet-great_old_one-b-s
Great Old One Foil,43.5,Beta,Foil,Unique,bet-great_old_one-b-f
Great Wall,4.21,Beta,Standard,Unique,bet-great_wall-b-s
Great Wall Foil,15.17,Beta,Foil,Unique,bet-great_wall-b-f
Grey Wolves,0.42,Beta,Standard,Ordinary,bet-grey_wolves-b-s
Grey Wolves Foil,35.03,Beta,Foil,Ordinary,bet-grey_wolves-b-f
Grim Reaper,6.75,Beta,Standard,Unique,bet-grim_reaper-b-s
Grim Reaper Foil,33.71,Beta,Foil,Unique,bet-grim_reaper-b-f
Grosse Poltergeist,0.32,Beta,Standard,Elite,bet-grosse_poltergeist-b-s
Grosse Poltergeist Foil,4.46,Beta,Foil,Elite,bet-grosse_poltergeist-b-f
Guile Sirens,0.15,Beta,Standard,Exceptional,bet-guile_sirens-b-s
Guile Sirens Foil,2.0,Beta,Foil,Exceptional,bet-guile_sirens-b-f
Gyre Hippogriffs,0.26,Beta,Standard,Exceptional,bet-gyre_hippogriffs-b-s
Gyre Hippogriffs Foil,4.88,Beta,Foil,Exceptional,bet-gyre_hippogriffs-b-f
Haast Eagle,0.17,Beta,Standard,Exceptional,bet-haast_eagle-b-s
Haast Eagle Foil,1.84,Beta,Foil,Exceptional,bet-haast_eagle-b-f
Headless Haunt,0.18,Beta,Standard,Exceptional,bet-headless_haunt-b-s
Headless Haunt Foil,2.61,Beta,Foil,Exceptional,bet-headless_haunt-b-f
Headless Haunt Store Buy a Box Promo Foil,8.92,Beta,Foil,Promo,
Heat Ray,0.09,Beta,Standard,Ordinary,bet-heat_ray-b-s
Heat Ray Foil,1.54,Beta,Foil,Ordinary,bet-heat_ray-b-f
Highland Clansmen,0.06,Beta,Standard,Ordinary,bet-highland_clansmen-b-s
Highland Clansmen Foil,1.69,Beta,Foil,Ordinary,bet-highland_clansmen-b-f
Highland Falconer,1.62,Beta,Standard,Elite,bet-highland_falconer-b-s
Highland Falconer Foil,15.04,Beta,Foil,Elite,bet-highland_falconer-b-f
Highland Princess,29.27,Beta,Standard,Unique,bet-highland_princess-b-s
Highland Princess Foil,119.29,Beta,Foil,Unique,bet-highland_princess-b-f
Hillock Basilisk,0.16,Beta,Standard,Exceptional,bet-hillock_basilisk-b-s
Hillock Basilisk Foil,5.25,Beta,Foil,Exceptional,bet-hillock_basilisk-b-f
Holy Ground,0.18,Beta,Standard,Exceptional,bet-holy_ground-b-s
Holy Ground Foil,23.37,Beta,Foil,Exceptional,bet-holy_ground-b-f
Hounds of Ondaros,1.48,Beta,Standard,Elite,bet-hounds_of_ondaros-b-s
Hounds of Ondaros Foil,13.42,Beta,Foil,Elite,bet-hounds_of_ondaros-b-f
House Arn Bannerman,0.17,Beta,Standard,Exceptional,bet-house_arn_bannerman-b-s
House Arn Bannerman Foil,4.37,Beta,Foil,Exceptional,bet-house_arn_bannerman-b-f
Humble Village,0.12,Beta,Standard,Ordinary,bet-humble_village-b-s
Humble Village Foil,1.76,Beta,Foil,Ordinary,bet-humble_village-b-f
Ice Lance,0.09,Beta,Standard,Ordinary,bet-ice_lance-b-s
Ice Lance Foil,1.13,Beta,Foil,Ordinary,bet-ice_lance-b-f
Iceberg,0.16,Beta,Standard,Exceptional,bet-iceberg-b-s
Iceberg Foil,2.63,Beta,Foil,Exceptional,bet-iceberg-b-f
Immolation,6.9,Beta,Standard,Unique,bet-immolation-b-s
Immolation Foil,34.41,Beta,Foil,Unique,bet-immolation-b-f
Imperial Road,1.09,Beta,Standard,Elite,bet-imperial_road-b-s
Imperial Road Foil,8.39,Beta,Foil,Elite,bet-imperial_road-b-f
Incinerate,0.06,Beta,Standard,Ordinary,bet-incinerate-b-s
Incinerate Foil,1.49,Beta,Foil,Ordinary,bet-incinerate-b-f
Infernal Legion,0.62,Beta,Standard,Elite,bet-infernal_legion-b-s
Infernal Legion Foil,14.41,Beta,Foil,Elite,bet-infernal_legion-b-f
Infiltrate,4.79,Beta,Standard,Elite,bet-infiltrate-b-s
Infiltrate Foil,30.79,Beta,Foil,Elite,bet-infiltrate-b-f
Iron Shackles,0.16,Beta,Standard,Exceptional,bet-iron_shackles-b-s
Iron Shackles Foil,2.44,Beta,Foil,Exceptional,bet-iron_shackles-b-f
Island Leviathan,0.69,Beta,Standard,Elite,bet-island_leviathan-b-s
Island Leviathan Foil,7.23,Beta,Foil,Elite,bet-island_leviathan-b-f
Karkemish Chimera,0.24,Beta,Standard,Elite,bet-karkemish_chimera-b-s
Karkemish Chimera Foil,2.85,Beta,Foil,Elite,bet-karkemish_chimera-b-f
King of the Realm,1.27,Beta,Standard,Unique,bet-king_of_the_realm-b-s
King of the Realm Foil,28.23,Beta,Foil,Unique,bet-king_of_the_realm-b-f
Kingdom of Agartha,3.19,Beta,Standard,Unique,bet-kingdom_of_agartha-b-s
Kingdom of Agartha Foil,41.45,Beta,Foil,Unique,bet-kingdom_of_agartha-b-f
Kite Archer,0.14,Beta,Standard,Exceptional,bet-kite_archer-b-s
Kite Archer Foil,3.12,Beta,Foil,Exceptional,bet-kite_archer-b-f
Kythera Mechanism,8.38,Beta,Standard,Unique,bet-kythera_mechanism-b-s
Kythera Mechanism Foil,50.05,Beta,Foil,Unique,bet-kythera_mechanism-b-f
Land Deed,0.58,Beta,Standard,Elite,bet-land_deed-b-s
Land Deed Foil,5.44,Beta,Foil,Elite,bet-land_deed-b-f
Land Surveyor,0.12,Beta,Standard,Ordinary,bet-land_surveyor-b-s
Land Surveyor Foil,4.44,Beta,Foil,Ordinary,bet-land_surveyor-b-f
Lava Salamander,0.15,Beta,Standard,Exceptional,bet-lava_salamander-b-s
Lava Salamander Foil,2.29,Beta,Foil,Exceptional,bet-lava_salamander-b-f
Leap Attack,0.17,Beta,Standard,Exceptional,bet-leap_attack-b-s
Leap Attack Foil,1.89,Beta,Foil,Exceptional,bet-leap_attack-b-f
Lighthouse,1.94,Beta,Standard,Exceptional,bet-lighthouse-b-s
Lighthouse Foil,27.25,Beta,Foil,Exceptional,bet-lighthouse-b-f
Lightning Bolt,0.15,Beta,Standard,Ordinary,bet-lightning_bolt-b-s
Lightning Bolt Foil,4.44,Beta,Foil,Ordinary,bet-lightning_bolt-b-f
Lightning Bolt Team Covenant Promo Foil,113.93,Beta,Foil,Promo,
Lone Tower,0.18,Beta,Standard,Ordinary,bet-lone_tower-b-s
Lone Tower Foil,5.42,Beta,Foil,Ordinary,bet-lone_tower-b-f
Lord of Unland,5.87,Beta,Standard,Unique,bet-lord_of_unland-b-s
Lord of Unland Foil,27.38,Beta,Foil,Unique,bet-lord_of_unland-b-f
Lord of the Void,4.16,Beta,Standard,Unique,bet-lord_of_the_void-b-s
Lord of the Void Foil,26.3,Beta,Foil,Unique,bet-lord_of_the_void-b-f
Lucky Charm,0.15,Beta,Standard,Exceptional,bet-lucky_charm-b-s
Lucky Charm Foil,2.12,Beta,Foil,Exceptional,bet-lucky_charm-b-f
Mad Dash,0.09,Beta,Standard,Ordinary,bet-mad_dash-b-s
Mad Dash Foil,1.32,Beta,Foil,Ordinary,bet-mad_dash-b-f
Maddening Bells,0.56,Beta,Standard,Elite,bet-maddening_bells-b-s
Maddening Bells Foil,8.39,Beta,Foil,Elite,bet-maddening_bells-b-f
Maelstrom,1.08,Beta,Standard,Unique,bet-maelstrom-b-s
Maelstrom Foil,15.42,Beta,Foil,Unique,bet-maelstrom-b-f
Mage Slayer,0.07,Beta,Standard,Ordinary,bet-mage_slayer-b-s
Mage Slayer Foil,1.18,Beta,Foil,Ordinary,bet-mage_slayer-b-f
Magellan Globe,0.6,Beta,Standard,Elite,bet-magellan_globe-b-s
Magellan Globe Foil,4.27,Beta,Foil,Elite,bet-magellan_globe-b-f
Magnetic Muzzle,0.33,Beta,Standard,Elite,bet-magnetic_muzzle-b-s
Magnetic Muzzle Foil,4.88,Beta,Foil,Elite,bet-magnetic_muzzle-b-f
Major Explosion,0.63,Beta,Standard,Elite,bet-major_explosion-b-s
Major Explosion Foil,6.58,Beta,Foil,Elite,bet-major_explosion-b-f
Marine Voyage,0.15,Beta,Standard,Exceptional,bet-marine_voyage-b-s
Marine Voyage Foil,2.11,Beta,Foil,Exceptional,bet-marine_voyage-b-f
Mariners Curse,0.17,Beta,Standard,Exceptional,bet-mariners_curse-b-s
Mariners Curse Foil,7.87,Beta,Foil,Exceptional,bet-mariners_curse-b-f
Mask of Mayhem,0.73,Beta,Standard,Elite,bet-mask_of_mayhem-b-s
Mask of Mayhem Foil,13.27,Beta,Foil,Elite,bet-mask_of_mayhem-b-f
Master Tracker,0.43,Beta,Standard,Elite,bet-master_tracker-b-s
Master Tracker Foil,3.78,Beta,Foil,Elite,bet-master_tracker-b-f
Maze Minotaur,0.41,Beta,Standard,Elite,bet-maze_minotaur-b-s
Maze Minotaur Foil,2.2,Beta,Foil,Elite,bet-maze_minotaur-b-f
Megamoeba,0.42,Beta,Standard,Elite,bet-megamoeba-b-s
Megamoeba Foil,4.98,Beta,Foil,Elite,bet-megamoeba-b-f
Men of Leng,0.09,Beta,Standard,Ordinary,bet-men_of_leng-b-s
Men of Leng Foil,1.58,Beta,Foil,Ordinary,bet-men_of_leng-b-f
Meteor Shower,0.39,Beta,Standard,Elite,bet-meteor_shower-b-s
Meteor Shower Foil,5.54,Beta,Foil,Elite,bet-meteor_shower-b-f
Midland Army,2.04,Beta,Standard,Unique,bet-midland_army-b-s
Midland Army Foil,13.93,Beta,Foil,Unique,bet-midland_army-b-f
Midnight Rogue,0.05,Beta,Standard,Ordinary,bet-midnight_rogue-b-s
Midnight Rogue Foil,1.23,Beta,Foil,Ordinary,bet-midnight_rogue-b-f
Minecart Madness,0.15,Beta,Standard,Exceptional,bet-minecart_madness-b-s
Minecart Madness Foil,1.16,Beta,Foil,Exceptional,bet-minecart_madness-b-f
Minor Explosion,0.12,Beta,Standard,Ordinary,bet-minor_explosion-b-s
Minor Explosion Foil,5.61,Beta,Foil,Ordinary,bet-minor_explosion-b-f
Miracle Workers,0.08,Beta,Standard,Ordinary,bet-miracle_workers-b-s
Miracle Workers Foil,1.52,Beta,Foil,Ordinary,bet-miracle_workers-b-f
Mirage,1.01,Beta,Standard,Elite,bet-mirage-b-s
Mirage Foil,10.29,Beta,Foil,Elite,bet-mirage-b-f
Mirror Realm,28.22,Beta,Standard,Unique,bet-mirror_realm-b-s
Mirror Realm Foil,137.86,Beta,Foil,Unique,bet-mirror_realm-b-f
Mix Aer,3.47,Beta,Standard,Elite,bet-mix_aer-b-s
Mix Aer Foil,22.36,Beta,Foil,Elite,bet-mix_aer-b-f
Mix Aqua,3.84,Beta,Standard,Elite,bet-mix_aqua-b-s
Mix Aqua Foil,34.56,Beta,Foil,Elite,bet-mix_aqua-b-f
Mix Ignis,3.37,Beta,Standard,Elite,bet-mix_ignis-b-s
Mix Ignis Foil,19.4,Beta,Foil,Elite,bet-mix_ignis-b-f
Mix Terra,2.87,Beta,Standard,Elite,bet-mix_terra-b-s
Mix Terra Foil,29.27,Beta,Foil,Elite,bet-mix_terra-b-f
Monastery Gargoyle,0.15,Beta,Standard,Exceptional,bet-monastery_gargoyle-b-s
Monastery Gargoyle Foil,1.83,Beta,Foil,Exceptional,bet-monastery_gargoyle-b-f
Monster Hunter,0.14,Beta,Standard,Exceptional,bet-monster_hunter-b-s
Monster Hunter Foil,3.45,Beta,Foil,Exceptional,bet-monster_hunter-b-f
Moon Clan Werewolf,0.13,Beta,Standard,Exceptional,bet-moon_clan_werewolf-b-s
Moon Clan Werewolf Foil,3.37,Beta,Foil,Exceptional,bet-moon_clan_werewolf-b-f
Mordric Druids,0.74,Beta,Standard,Elite,bet-mordric_druids-b-s
Mordric Druids Foil,4.14,Beta,Foil,Elite,bet-mordric_druids-b-f
Mortality,0.11,Beta,Standard,Ordinary,bet-mortality-b-s
Mortality Foil,3.46,Beta,Foil,Ordinary,bet-mortality-b-f
Mother Nature,3.0,Beta,Standard,Unique,bet-mother_nature-b-s
Mother Nature Foil,16.65,Beta,Foil,Unique,bet-mother_nature-b-f
Mountain Giant,0.28,Beta,Standard,Elite,bet-mountain_giant-b-s
Mountain Giant Foil,3.41,Beta,Foil,Elite,bet-mountain_giant-b-f
Mountain Pass,0.17,Beta,Standard,Exceptional,bet-mountain_pass-b-s
Mountain Pass Foil,2.32,Beta,Foil,Exceptional,bet-mountain_pass-b-f
Muck Lampreys,0.06,Beta,Standard,Ordinary,bet-muck_lampreys-b-s
Muck Lampreys Foil,0.81,Beta,Foil,Ordinary,bet-muck_lampreys-b-f
Mudflow,0.16,Beta,Standard,Exceptional,bet-mudflow-b-s
Mudflow Foil,2.41,Beta,Foil,Exceptional,bet-mudflow-b-f
Nightmare,0.49,Beta,Standard,Elite,bet-nightmare-b-s
Nightmare Foil,4.43,Beta,Foil,Elite,bet-nightmare-b-f
Nimbus Jinn,0.59,Beta,Standard,Elite,bet-nimbus_jinn-b-s
Nimbus Jinn Foil,4.88,Beta,Foil,Elite,bet-nimbus_jinn-b-f
Oasis,1.31,Beta,Standard,Exceptional,bet-oasis-b-s
Oasis Foil,36.33,Beta,Foil,Exceptional,bet-oasis-b-f
Observatory,2.49,Beta,Standard,Elite,bet-observatory-b-s
Observatory Foil,39.27,Beta,Foil,Elite,bet-observatory-b-f
Occult Ritual,2.71,Beta,Standard,Unique,bet-occult_ritual-b-s
Occult Ritual Foil,17.03,Beta,Foil,Unique,bet-occult_ritual-b-f
Ogre Goons,0.07,Beta,Standard,Ordinary,bet-ogre_goons-b-s
Ogre Goons Foil,1.01,Beta,Foil,Ordinary,bet-ogre_goons-b-f
Old Salt Anchorman,0.05,Beta,Standard,Ordinary,bet-old_salt_anchorman-b-s
Old Salt Anchorman Foil,0.92,Beta,Foil,Ordinary,bet-old_salt_anchorman-b-f
Onyx Core,60.94,Beta,Standard,Unique,bet-onyx_core-b-s
Onyx Core Foil,219.89,Beta,Foil,Unique,bet-onyx_core-b-f
Orb of Baal Berith,3.78,Beta,Standard,Unique,bet-orb_of_baal_berith-b-s
Orb of Baal Berith Foil,23.65,Beta,Foil,Unique,bet-orb_of_baal_berith-b-f
Ormund Harpooneers,0.14,Beta,Standard,Exceptional,bet-ormund_harpooneers-b-s
Ormund Harpooneers Foil,1.53,Beta,Foil,Exceptional,bet-ormund_harpooneers-b-f
Outback Strider,0.16,Beta,Standard,Exceptional,bet-outback_strider-b-s
Outback Strider Foil,1.88,Beta,Foil,Exceptional,bet-outback_strider-b-f
Overpower,0.09,Beta,Standard,Ordinary,bet-overpower-b-s
Overpower Foil,1.08,Beta,Foil,Ordinary,bet-overpower-b-f
Pact with the Devil,10.48,Beta,Standard,Unique,bet-pact_with_the_devil-b-s
Pact with the Devil Foil,36.45,Beta,Foil,Unique,bet-pact_with_the_devil-b-f
Palliburrie Bats,0.11,Beta,Standard,Ordinary,bet-palliburrie_bats-b-s
Palliburrie Bats Foil,2.71,Beta,Foil,Ordinary,bet-palliburrie_bats-b-f
Panorama Manticore,0.81,Beta,Standard,Elite,bet-panorama_manticore-b-s
Panorama Manticore Foil,11.07,Beta,Foil,Elite,bet-panorama_manticore-b-f
Pathfinder,9.51,Beta,Standard,Unique,bet-pathfinder-b-s
Pathfinder Foil,112.05,Beta,Foil,Unique,bet-pathfinder-b-f
Payload Trebuchet,0.25,Beta,Standard,Elite,bet-payload_trebuchet-b-s
Payload Trebuchet Foil,3.63,Beta,Foil,Elite,bet-payload_trebuchet-b-f
Pendulum of Peril,1.81,Beta,Standard,Unique,bet-pendulum_of_peril-b-s
Pendulum of Peril Foil,14.33,Beta,Foil,Unique,bet-pendulum_of_peril-b-f
Peregrine Apparition,0.19,Beta,Standard,Exceptional,bet-peregrine_apparition-b-s
Peregrine Apparition Foil,2.17,Beta,Foil,Exceptional,bet-peregrine_apparition-b-f
Petrosian Cavalry,0.05,Beta,Standard,Ordinary,bet-petrosian_cavalry-b-s
Petrosian Cavalry Foil,2.45,Beta,Foil,Ordinary,bet-petrosian_cavalry-b-f
Phantasmal Shade,0.15,Beta,Standard,Exceptional,bet-phantasmal_shade-b-s
Phantasmal Shade Foil,4.51,Beta,Foil,Exceptional,bet-phantasmal_shade-b-f
Phantom Steed,0.15,Beta,Standard,Exceptional,bet-phantom_steed-b-s
Phantom Steed Foil,3.21,Beta,Foil,Exceptional,bet-phantom_steed-b-f
Phase Assassin,0.23,Beta,Standard,Exceptional,bet-phase_assassin-b-s
Phase Assassin Foil,4.23,Beta,Foil,Exceptional,bet-phase_assassin-b-f
Philosophers Stone,101.32,Beta,Standard,Unique,bet-philosophers_stone-b-s
Philosophers Stone Foil,590.68,Beta,Foil,Unique,bet-philosophers_stone-b-f
Pillar of Zeiros,12.87,Beta,Standard,Unique,bet-pillar_of_zeiros-b-s
Pillar of Zeiros Foil,69.0,Beta,Foil,Unique,bet-pillar_of_zeiros-b-f
Pirate Ship,0.07,Beta,Standard,Ordinary,bet-pirate_ship-b-s
Pirate Ship Foil,2.89,Beta,Foil,Ordinary,bet-pirate_ship-b-f
Pit Vipers,0.09,Beta,Standard,Ordinary,bet-pit_vipers-b-s
Pit Vipers Foil,2.51,Beta,Foil,Ordinary,bet-pit_vipers-b-f
Plague of Frogs,14.78,Beta,Standard,Unique,bet-plague_of_frogs-b-s
Plague of Frogs Foil,39.04,Beta,Foil,Unique,bet-plague_of_frogs-b-f
Planar Gate,0.35,Beta,Standard,Elite,bet-planar_gate-b-s
Planar Gate Foil,4.78,Beta,Foil,Elite,bet-planar_gate-b-f
Plumed Pegasus,0.09,Beta,Standard,Ordinary,bet-plumed_pegasus-b-s
Plumed Pegasus Foil,1.27,Beta,Foil,Ordinary,bet-plumed_pegasus-b-f
Pnakotic Manuscript,13.84,Beta,Standard,Unique,bet-pnakotic_manuscript-b-s
Pnakotic Manuscript Foil,33.63,Beta,Foil,Unique,bet-pnakotic_manuscript-b-f
Poison Nova,0.45,Beta,Standard,Exceptional,bet-poison_nova-b-s
Poison Nova Foil,21.37,Beta,Foil,Exceptional,bet-poison_nova-b-f
Poisonous Dagger,0.23,Beta,Standard,Exceptional,bet-poisonous_dagger-b-s
Poisonous Dagger Foil,2.4,Beta,Foil,Exceptional,bet-poisonous_dagger-b-f
Polar Bears,0.07,Beta,Standard,Ordinary,bet-polar_bears-b-s
Polar Bears Foil,1.98,Beta,Foil,Ordinary,bet-polar_bears-b-f
Polar Explorers,0.87,Beta,Standard,Elite,bet-polar_explorers-b-s
Polar Explorers Foil,14.36,Beta,Foil,Elite,bet-polar_explorers-b-f
Pollimorph,4.2,Beta,Standard,Elite,bet-pollimorph-b-s
Pollimorph Foil,7.41,Beta,Foil,Elite,bet-pollimorph-b-f
Porcupine Pufferfish,0.08,Beta,Standard,Ordinary,bet-porcupine_pufferfish-b-s
Porcupine Pufferfish Foil,2.63,Beta,Foil,Ordinary,bet-porcupine_pufferfish-b-f
Primordial Spring,0.8,Beta,Standard,Elite,bet-primordial_spring-b-s
Primordial Spring Foil,5.34,Beta,Foil,Elite,bet-primordial_spring-b-f
Pristine Paradise,4.82,Beta,Standard,Unique,bet-pristine_paradise-b-s
Pristine Paradise Foil,37.78,Beta,Foil,Unique,bet-pristine_paradise-b-f
Psionic Blast,0.13,Beta,Standard,Exceptional,bet-psionic_blast-b-s
Psionic Blast Foil,2.0,Beta,Foil,Exceptional,bet-psionic_blast-b-f
Pudge Butcher,0.42,Beta,Standard,Exceptional,bet-pudge_butcher-b-s
Pudge Butcher Foil,18.17,Beta,Foil,Exceptional,bet-pudge_butcher-b-f
Puppet Master,0.39,Beta,Standard,Elite,bet-puppet_master-b-s
Puppet Master Foil,3.62,Beta,Foil,Elite,bet-puppet_master-b-f
Purge Juggernaut,0.35,Beta,Standard,Elite,bet-purge_juggernaut-b-s
Purge Juggernaut Foil,4.11,Beta,Foil,Elite,bet-purge_juggernaut-b-f
Quagmire,0.17,Beta,Standard,Exceptional,bet-quagmire-b-s
Quagmire Foil,4.76,Beta,Foil,Exceptional,bet-quagmire-b-f
Quarrelsome Kobolds,0.3,Beta,Standard,Exceptional,bet-quarrelsome_kobolds-b-s
Quarrelsome Kobolds Foil,8.68,Beta,Foil,Exceptional,bet-quarrelsome_kobolds-b-f
Queen of Midland,4.09,Beta,Standard,Unique,bet-queen_of_midland-b-s
Queen of Midland Foil,21.85,Beta,Foil,Unique,bet-queen_of_midland-b-f
Raal Dromedary,0.06,Beta,Standard,Ordinary,bet-raal_dromedary-b-s
Raal Dromedary Foil,1.1,Beta,Foil,Ordinary,bet-raal_dromedary-b-f
Rain of Arrows,0.09,Beta,Standard,Ordinary,bet-rain_of_arrows-b-s
Rain of Arrows Foil,1.4,Beta,Foil,Ordinary,bet-rain_of_arrows-b-f
Raise Dead,0.2,Beta,Standard,Exceptional,bet-raise_dead-b-s
Raise Dead Foil,2.08,Beta,Foil,Exceptional,bet-raise_dead-b-f
Recall,0.14,Beta,Standard,Exceptional,bet-recall-b-s
Recall Foil,2.12,Beta,Foil,Exceptional,bet-recall-b-f
Recurring Specter,0.51,Beta,Standard,Elite,bet-recurring_specter-b-s
Recurring Specter Foil,4.75,Beta,Foil,Elite,bet-recurring_specter-b-f
Red Desert,0.13,Beta,Standard,Ordinary,bet-red_desert-b-s
Red Desert Foil,5.03,Beta,Foil,Ordinary,bet-red_desert-b-f
Remote Desert,0.14,Beta,Standard,Ordinary,bet-remote_desert-b-s
Remote Desert Foil,4.45,Beta,Foil,Ordinary,bet-remote_desert-b-f
Replication,0.56,Beta,Standard,Elite,bet-replication-b-s
Replication Foil,8.52,Beta,Foil,Elite,bet-replication-b-f
Rest in Peace,1.52,Beta,Standard,Elite,bet-rest_in_peace-b-s
Rest in Peace Foil,9.8,Beta,Foil,Elite,bet-rest_in_peace-b-f
Riddle Sphinx,0.61,Beta,Standard,Elite,bet-riddle_sphinx-b-s
Riddle Sphinx Foil,5.65,Beta,Foil,Elite,bet-riddle_sphinx-b-f
Rift Valley,3.01,Beta,Standard,Elite,bet-rift_valley-b-s
Rift Valley Foil,17.89,Beta,Foil,Elite,bet-rift_valley-b-f
Rimland Nomads,0.06,Beta,Standard,Ordinary,bet-rimland_nomads-b-s
Rimland Nomads Foil,1.35,Beta,Foil,Ordinary,bet-rimland_nomads-b-f
Riptide,0.17,Beta,Standard,Ordinary,bet-riptide-b-s
Riptide Foil,3.22,Beta,Foil,Ordinary,bet-riptide-b-f
River of Flame,7.46,Beta,Standard,Unique,bet-river_of_flame-b-s
River of Flame Foil,88.86,Beta,Foil,Unique,bet-river_of_flame-b-f
